21,828,1
21,637,1
21,1034,1
21,849,1
21,303,1
21,743,1
21,875,1
21,1290,1
21,372,1
21,237,1
21,134,1
21,824,1
21,1030,1
22,1253,1
22,84,1
22,884,1
22,1279,1
22,1170,1
22,447,1
22,844,1
22,834,1
22,372,1
22,537,1
22,438,1
22,439,1
22,709,1
23,1191,1
23,126,1
23,1177,1
23,674,1
23,1246,1
23,973,1
23,562,1
23,1113,1
23,270,1
23,436,1
23,755,1
23,737,1
23,789,1
23,551,1
23,1044,1
23,786,1
23,1154,1
23,1063,1
23,130,1
24,381,1
24,494,1
24,974,1
24,929,1
24,960,1
24,178,1
24,92,1
24,503,1
24,665,1
24,354,1
24,876,1
24,323,1
24,375,1
24,833,1
24,131,1
25,1164,1
25,726,1
25,1038,1
25,902,1
25,323,1
25,744,1
25,881,1
25,742,1
25,1150,1
25,527,1
25,380,1
26,29,1
26,1192,1
26,899,1
26,1297,1
26,660,1
26,815,1
26,1153,1
26,598,1
26,549,1
26,34,1
26,111,1
26,474,1
26,907,1
27,1279,1
27,118,1
27,743,1
27,423,1
27,217,1
27,1109,1
27,377,1
27,288,1
27,509,1
27,380,1
27,634,1
27,660,1
27,273,1
27,426,1
27,763,1
27,161,1
28,915,1
28,1010,1
28,1004,1
28,278,1
28,986,1
28,339,1
28,976,1
28,399,1
28,491,1
28,405,1
29,121,1
29,923,1
29,228,1
29,76,1
29,684,1
29,300,1
29,1020,1
29,943,1
29,1061,1
29,1268,1
29,1154,1
29,773,1
29,1005,1
29,945,1
29,345,1
29,1180,1
29,428,1
29,362,1
29,210,1
29,733,1
29,278,1
29,1065,1
29,181,1
30,865,1
30,1210,1
30,953,1
30,270,1
30,1217,1
30,337,1
30,247,1
30,772,1
30,219,1
30,119,1
30,854,1
30,1138,1
30,867,1
30,894,1
30,487,1
30,738,1
30,804,1
30,1096,1
31,555,1
31,277,1
31,421,1
31,1036,1
31,1301,1
31,715,1
31,293,1
31,280,1
31,971,1
31,574,1
31,337,1
32,800,1
32,936,1
32,846,1
32,267,1
32,782,1
32,1289,1
32,705,1
32,922,1
32,987,1
32,938,1
32,1194,1
32,318,1
32,1251,1
32,502,1
32,180,1
32,564,1
32,1303,1
33,177,1
33,129,1
33,24,1
33,468,1
33,353,1
33,379,1
33,1049,1
33,188,1
33,431,1
33,352,1
33,920,1
33,809,1
33,1037,1
33,410,1
33,51,1
33,68,1
33,79,1
34,887,1
34,836,1
34,541,1
34,810,1
34,196,1
34,1140,1
34,54,1
34,961,1
34,289,1
34,107,1
34,756,1
35,890,1
35,435,1
35,361,1
35,225,1
35,1294,1
35,963,1
35,215,1
35,92,1
35,767,1
35,987,1
35,604,1
35,31,1
35,712,1
36,175,1
36,1152,1
36,800,1
36,580,1
36,595,1
36,66,1
36,451,1
36,226,1
36,866,1
36,1244,1
36,1225,1
36,1304,1
36,771,1
36,860,1
36,633,1
37,1047,1
37,653,1
37,706,1
37,931,1
37,857,1
37,396,1
37,279,1
37,158,1
37,486,1
37,626,1
37,174,1
37,1219,1
37,500,1
37,1077,1
38,972,1
38,1089,1
38,20,1
38,1263,1
38,842,1
38,92,1
38,528,1
38,771,1
38,267,1
38,595,1
38,521,1
38,123,1
38,1151,1
38,149,1
38,281,1
39,850,1
39,37,1
39,323,1
39,294,1
39,1048,1
39,1065,1
39,804,1
39,463,1
39,564,1
39,1136,1
39,1266,1
39,1285,1
39,647,1
39,29,1
39,967,1
39,388,1
39,74,1
39,149,1
39,22,1
39,513,1
39,1220,1
40,962,1
40,860,1
40,1110,1
40,1254,1
40,921,1
40,137,1
40,89,1
40,1016,1
40,79,1
40,846,1
40,667,1
40,879,1
40,333,1
40,165,1
40,123,1
40,372,1
40,1138,1
40,683,1
40,736,1
40,1009,1
40,20,1
40,805,1
40,1146,1
41,536,1
41,72,1
41,518,1
41,1125,1
41,189,1
41,1278,1
41,558,1
41,40,1
41,1253,1
41,1280,1
41,211,1
41,350,1
41,436,1
41,1271,1
41,316,1
41,1089,1
42,91,1
42,716,1
42,1037,1
42,395,1
42,1242,1
42,526,1
42,1027,1
42,950,1
42,391,1
42,1057,1
42,506,1
42,1013,1
42,427,1
43,1228,1
43,1071,1
43,155,1
43,1158,1
43,1015,1
43,909,1
43,261,1
43,1298,1
43,752,1
43,1032,1
43,612,1
43,1053,1
43,759,1
43,231,1
43,70,1
44,1049,1
44,230,1
44,1155,1
44,133,1
44,460,1
44,996,1
44,115,1
44,454,1
44,1029,1
44,851,1
44,742,1
44,1228,1
45,787,1
45,277,1
45,1035,1
45,691,1
45,1155,1
45,169,1
45,37,1
45,1001,1
45,679,1
45,1301,1
45,1156,1
45,30,1
45,855,1
45,751,1
45,303,1
45,632,1
45,975,1
46,283,1
46,1286,1
46,786,1
46,1015,1
46,516,1
46,1170,1
46,1101,1
46,865,1
46,1038,1
46,603,1
46,51,1
46,756,1
46,277,1
46,590,1
46,620,1
46,570,1
46,1168,1
47,399,1
47,238,1
47,1258,1
47,412,1
47,217,1
47,1206,1
47,842,1
47,394,1
47,899,1
47,413,1
47,1120,1
47,748,1
47,1023,1
47,1072,1
47,336,1
47,1217,1
47,967,1
47,406,1
47,550,1
47,563,1
48,897,1
48,297,1
48,46,1
48,518,1
48,896,1
48,879,1
48,970,1
48,262,1
48,1224,1
48,130,1
48,15,1
48,1150,1
48,941,1
48,1213,1
48,779,1
48,669,1
49,501,1
49,225,1
49,775,1
49,810,1
49,179,1
49,318,1
49,1212,1
49,349,1
49,157,1
49,267,1
49,86,1
49,1096,1
50,1263,1
50,300,1
50,467,1
50,1295,1
50,584,1
50,61,1
50,581,1
50,55,1
50,342,1
50,420,1
50,1307,1
50,1164,1
50,1272,1
50,1264,1
50,334,1
50,1220,1
51,523,1
51,511,1
51,981,1
51,850,1
51,211,1
51,1290,1
51,1185,1
51,404,1
51,469,1
51,975,1
51,265,1
51,590,1
51,1232,1
51,683,1
51,448,1
52,647,1
52,128,1
52,66,1
52,628,1
52,135,1
52,131,1
52,1125,1
52,1032,1
52,1011,1
52,1049,1
52,923,1
52,520,1
52,1007,1
52,1167,1
52,930,1
52,758,1
52,1021,1
52,422,1
53,1056,1
53,71,1
53,933,1
53,1202,1
53,649,1
53,138,1
53,997,1
53,26,1
53,237,1
53,356,1
53,1042,1
53,895,1
53,403,1
53,1097,1
53,372,1
53,611,1
53,228,1
53,1074,1
53,799,1
53,1044,1
53,114,1
54,289,1
54,55,1
54,86,1
54,1083,1
54,118,1
54,42,1
54,309,1
54,871,1
54,845,1
54,959,1
54,401,1
54,1118,1
54,749,1
54,607,1
54,1018,1
55,1130,1
55,1254,1
55,954,1
55,406,1
55,1236,1
55,126,1
55,1013,1
55,25,1
55,1181,1
55,1136,1
55,342,1
55,1192,1
55,750,1
